Annotation validation issues (280):
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-license_check_us_nv_ngcb-policy.yaml betting.license_check_us_nv_ngcb
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-license_check_us_pa_pgcb-policy.yaml betting.license_check_us_pa_pgcb
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-loss_limit_controls-policy.yaml betting.loss_limit_controls
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-market_restrictions_youth-policy.yaml betting.market_restrictions_youth
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-match_fixing_monitoring-policy.yaml betting.match_fixing_monitoring
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-no_bets_by_participants-policy.yaml betting.no_bets_by_participants
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-official_data_only-policy.yaml betting.official_data_only
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-ongoing_aml_monitoring-policy.yaml betting.ongoing_aml_monitoring
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-player_funds_segregation-policy.yaml betting.player_funds_segregation
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-reality_checks_elapsed_time-policy.yaml betting.reality_checks_elapsed_time
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-reverse_withdrawal_ban_uk-policy.yaml betting.reverse_withdrawal_ban_uk
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-rng_certification_gli11-policy.yaml betting.rng_certification_gli11
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-rtp_disclosure_to_players-policy.yaml betting.rtp_disclosure_to_players
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-safer_gambling_interactions-policy.yaml betting.safer_gambling_interactions
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-sanctions_screening_global-policy.yaml betting.sanctions_screening_global
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-self_exclusion_de_oasis-policy.yaml betting.self_exclusion_de_oasis
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-self_exclusion_dk_rofus-policy.yaml betting.self_exclusion_dk_rofus
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-self_exclusion_es_rgiaj-policy.yaml betting.self_exclusion_es_rgiaj
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-self_exclusion_nl_cruks-policy.yaml betting.self_exclusion_nl_cruks
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-self_exclusion_on_igaming-policy.yaml betting.self_exclusion_on_igaming
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-self_exclusion_se_spelpaus-policy.yaml betting.self_exclusion_se_spelpaus
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-self_exclusion_uk_gamstop-policy.yaml betting.self_exclusion_uk_gamstop
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-session_time_limits_controls-policy.yaml betting.session_time_limits_controls
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-slots_min_spin_speed_uk-policy.yaml betting.slots_min_spin_speed_uk
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-slots_no_autoplay_uk-policy.yaml betting.slots_no_autoplay_uk
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-slots_no_losses_disguised_as_wins-policy.yaml betting.slots_no_losses_disguised_as_wins
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-source_of_funds_checks-policy.yaml betting.source_of_funds_checks
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-source_of_funds_thresholds-policy.yaml betting.source_of_funds_thresholds
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-suspicious_betting_reporting_uk-policy.yaml betting.suspicious_betting_reporting_uk
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/betting-txn_monitoring_anomalies-policy.yaml betting.txn_monitoring_anomalies
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-au_app_11_security_edtech-policy.yaml edtech.au_app_11_security_edtech
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-au_app_5_notice_edtech-policy.yaml edtech.au_app_5_notice_edtech
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-au_ndb_breach_notification_edtech-policy.yaml edtech.au_ndb_breach_notification_edtech
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-br_lgpd_children_consent_best_interest-policy.yaml edtech.br_lgpd_children_consent_best_interest
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-ca_pipeda_consent_edtech-policy.yaml edtech.ca_pipeda_consent_edtech
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-ca_sopipa_no_sale_of_student_data-policy.yaml edtech.ca_sopipa_no_sale_of_student_data
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-ca_sopipa_no_targeted_advertising-policy.yaml edtech.ca_sopipa_no_targeted_advertising
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-coppa_data_minimization-policy.yaml edtech.coppa_data_minimization
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-coppa_delete_on_parent_request-policy.yaml edtech.coppa_delete_on_parent_request
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-coppa_parental_consent_under_13-policy.yaml edtech.coppa_parental_consent_under_13
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-co_student_data_transparency-policy.yaml edtech.co_student_data_transparency
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-ct_student_data_privacy-policy.yaml edtech.ct_student_data_privacy
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-edtech_access_least_privilege-policy.yaml edtech.edtech_access_least_privilege
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-edtech_audit_logs_student_record_access-policy.yaml edtech.edtech_audit_logs_student_record_access
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-edtech_encryption_at_rest-policy.yaml edtech.edtech_encryption_at_rest
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-edtech_encryption_in_transit-policy.yaml edtech.edtech_encryption_in_transit
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-edtech_retention_after_course_completion-policy.yaml edtech.edtech_retention_after_course_completion
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-eu_dpia_high_risk_edtech-policy.yaml edtech.eu_dpia_high_risk_edtech
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-eu_eprivacy_cookie_consent_edtech-policy.yaml edtech.eu_eprivacy_cookie_consent_edtech
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-eu_gdpr_minors_consent_education-policy.yaml edtech.eu_gdpr_minors_consent_education
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-eu_scc_transfers_edplatform-policy.yaml edtech.eu_scc_transfers_edplatform
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-ferpa_consent_or_exception_for_disclosure-policy.yaml edtech.ferpa_consent_or_exception_for_disclosure
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-ferpa_directory_info_optout_respected-policy.yaml edtech.ferpa_directory_info_optout_respected
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-ferpa_parent_access_rights-policy.yaml edtech.ferpa_parent_access_rights
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-il_soppa_breach_notification-policy.yaml edtech.il_soppa_breach_notification
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-in_dpdpa_children_verifiable_consent-policy.yaml edtech.in_dpdpa_children_verifiable_consent
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-kr_pipa_guardian_consent_under_14-policy.yaml edtech.kr_pipa_guardian_consent_under_14
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-ny_edlaw2d_encryption_and_contracts-policy.yaml edtech.ny_edlaw2d_encryption_and_contracts
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-nz_notice_at_collection_edtech-policy.yaml edtech.nz_notice_at_collection_edtech
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-ppra_parental_consent_sensitive_surveys-policy.yaml edtech.ppra_parental_consent_sensitive_surveys
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-uk_aadc_privacy_by_default-policy.yaml edtech.uk_aadc_privacy_by_default
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/edtech-uk_aadc_profiling_and_geolocation_off-policy.yaml edtech.uk_aadc_profiling_and_geolocation_off
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-au_myr_health_privacy-policy.yaml medtech.au_myr_health_privacy
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-backup_and_recovery_rto_rpo-policy.yaml medtech.backup_and_recovery_rto_rpo
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-ca_phipa_health_data-policy.yaml medtech.ca_phipa_health_data
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-device_data_integrity_hashing-policy.yaml medtech.device_data_integrity_hashing
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-dicom_network_security_basic-policy.yaml medtech.dicom_network_security_basic
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-eu_ivdr_clinical_performance-policy.yaml medtech.eu_ivdr_clinical_performance
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-eu_mdr_ce_marking_and_udi-policy.yaml medtech.eu_mdr_ce_marking_and_udi
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-eu_mdr_clinical_evaluation-policy.yaml medtech.eu_mdr_clinical_evaluation
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-eu_mdr_eudamed_registration-policy.yaml medtech.eu_mdr_eudamed_registration
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-eu_mdr_pms_psur-policy.yaml medtech.eu_mdr_pms_psur
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-eu_vigilance_incident_reporting-policy.yaml medtech.eu_vigilance_incident_reporting
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-fda_cybersecurity_524b_sbom-policy.yaml medtech.fda_cybersecurity_524b_sbom
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-fda_mdr_event_reporting-policy.yaml medtech.fda_mdr_event_reporting
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-fda_part11_audit_trail-policy.yaml medtech.fda_part11_audit_trail
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-fda_part11_esign_linkage-policy.yaml medtech.fda_part11_esign_linkage
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-fda_part11_system_validation-policy.yaml medtech.fda_part11_system_validation
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-fhir_smart_app_authz-policy.yaml medtech.fhir_smart_app_authz
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-gdpr_art9_special_category_safeguards-policy.yaml medtech.gdpr_art9_special_category_safeguards
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-health_data_cross_border_controls-policy.yaml medtech.health_data_cross_border_controls
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-hipaa_access_audit_logging-policy.yaml medtech.hipaa_access_audit_logging
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-hipaa_baa_with_vendors-policy.yaml medtech.hipaa_baa_with_vendors
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-hipaa_mfa_privileged_access-policy.yaml medtech.hipaa_mfa_privileged_access
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-hipaa_minimum_necessary-policy.yaml medtech.hipaa_minimum_necessary
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-hipaa_security_admin_safeguards-policy.yaml medtech.hipaa_security_admin_safeguards
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-hipaa_security_tech_encryption-policy.yaml medtech.hipaa_security_tech_encryption
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-hitech_breach_notification_60d-policy.yaml medtech.hitech_breach_notification_60d
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-iec_62304_scm_prp_processes-policy.yaml medtech.iec_62304_scm_prp_processes
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-iec_62304_software_safety_class-policy.yaml medtech.iec_62304_software_safety_class
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-iec_62366_usability_summative_eval-policy.yaml medtech.iec_62366_usability_summative_eval
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-iso_13485_document_control-policy.yaml medtech.iso_13485_document_control
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-iso_14971_risk_management_file-policy.yaml medtech.iso_14971_risk_management_file
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-iso_27001_isms_scope_and_controls-policy.yaml medtech.iso_27001_isms_scope_and_controls
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-log_retention_for_clinical_events-policy.yaml medtech.log_retention_for_clinical_events
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-onc_cures_api_fhir_r4-policy.yaml medtech.onc_cures_api_fhir_r4
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-onc_information_blocking_prohibited-policy.yaml medtech.onc_information_blocking_prohibited
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-sg_hcsa_pdpa_health_data-policy.yaml medtech.sg_hcsa_pdpa_health_data
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-uk_dtac_compliance-policy.yaml medtech.uk_dtac_compliance
  - [DUP_ID] /workspaces/rulehub-charts/files/kyverno/medtech-uk_mhra_post_market_surveillance-policy.yaml medtech.uk_mhra_post_market_surveillance
